itemid,label,fluid,category
224650,Ectopy Type 1,,Routine Vital Signs
220048,Heart Rhythm,,Routine Vital Signs
226479,Ectopy Type 2,,Routine Vital Signs
224651,Ectopy Frequency 1,,Routine Vital Signs
226979,Admission location,,Scores - APACHE IV (2)
227011,GCSEye_ApacheIV,,Scores - APACHE IV (2)
226893,Coefficient Hospital Mortality,,Scores - APACHE IV (2)
227012,GCSMotor_ApacheIV,,Scores - APACHE IV (2)
227014,GCSVerbal_ApacheIV,,Scores - APACHE IV (2)
226894,Coefficient ICU length of stay,,Scores - APACHE IV (2)
227003,Chronic health on admission,,Scores - APACHE IV (2)
225788,Triple Introducer Dressing Type,,Access Lines - Invasive
229535,Line Type,,Access Lines - Invasive
229552,Avalon Line Discontinued,,Access Lines - Invasive
226133,ICP Line Waveform Appear,,Access Lines - Invasive
227124,Dialysis Catheter Type,,Access Lines - Invasive
227761,Sheath Placement Confirmed by X-ray,,Access Lines - Invasive
228164,Impella Catheter Site,,Access Lines - Invasive
225774,CCO PAC Dressing Type,,Access Lines - Invasive
225986,IABP Arterial Waveform Source,,Access Lines - Invasive
226125,ICP Line Discontinued,,Access Lines - Invasive
227756,Multi Lumen Placement Confirmed by X-ray,,Access Lines - Invasive
228225,Tandem Heart Return Cannula Site,,Access Lines - Invasive
225225,CCO PAC Site Appear,,Access Lines - Invasive
225371,Pheresis Catheter Site Appear,,Access Lines - Invasive
225379,Indwelling Port (PortaCath) Site Appear,,Access Lines - Invasive
225979,IABP Size,,Access Lines - Invasive
227725,AVA Line Discontinued,,Access Lines - Invasive
228293,IO Site Appearance,,Access Lines - Invasive
229553,Avalon Line Site Appear,,Access Lines - Invasive
229559,Cardiac Assist Cannula Site Appear,,Access Lines - Invasive
225787,Trauma Line Dressing Type,,Access Lines - Invasive
228223,Tandem Heart Return Cannula Position,,Access Lines - Invasive
225347,Midline Site Appear,,Access Lines - Invasive
225747,PICC Line Discontinued,,Access Lines - Invasive
225764,Sheath Line Discontinued,,Access Lines - Invasive
227125,Indwelling (PortaCath) Port Type,,Access Lines - Invasive
228211,Tandem Heart Access Line Postion Confirmed,,Access Lines - Invasive
227127,Indwelling (PortaCath) Port #1,,Access Lines - Invasive
225982,IABP Balloon Waveform,,Access Lines - Invasive
225745,PA Catheter Discontinued,,Access Lines - Invasive
228203,Tandem Heart Access Line Cannula Site,,Access Lines - Invasive
225987,IABP Power Source,,Access Lines - Invasive
227754,IABP Placement Confirmed by X-ray,,Access Lines - Invasive
229534,Multi Lumen - Obturator in place,,Access Lines - Invasive
229546,EKOS US,,Access Lines - Invasive
225743,Midline Discontinued,,Access Lines - Invasive
228226,Tandem Heart Return Cannula Site Appear,,Access Lines - Invasive
224289,Arterial line Site Appear,,Access Lines - Invasive
227129,Pheresis Catheter Type,,Access Lines - Invasive
229545,EKOS Line Site Appear,,Access Lines - Invasive
225341,IABP Art. Waveform Appear,,Access Lines - Invasive
225782,Pheresis Catheter Dressing Type,,Access Lines - Invasive
228292,IO Placed in outside facility,,Access Lines - Invasive
225988,IABP Position on leg,,Access Lines - Invasive
227762,Trauma Line Placement Confirmed by X-ray,,Access Lines - Invasive
227764,Tunneled (Hickman) Placement Confirmed by X-ray,,Access Lines - Invasive
225395,Triple Introducer Site Appear,,Access Lines - Invasive
225339,IABP Site Appear,,Access Lines - Invasive
228216,Tandem Heart Access Line Type,,Access Lines - Invasive
224297,Cordis/Introducer Site Appear,,Access Lines - Invasive
225748,Indwelling Port (PortaCath) Discontinued,,Access Lines - Invasive
225785,Presep Catheter Dressing Type,,Access Lines - Invasive
225749,Presep Catheter Discontinued,,Access Lines - Invasive
225778,IABP Dressing Type,,Access Lines - Invasive
225984,IABP Trigger,,Access Lines - Invasive
227760,Presep Catheter Placement Confirmed by X-ray,,Access Lines - Invasive
225227,CCO PAC Waveform Appear,,Access Lines - Invasive
227753,Dialysis Catheter Placement Confirmed by X-ray,,Access Lines - Invasive
228170,Impella Line Discontinued,,Access Lines - Invasive
229680,Impella Line Type,,Access Lines - Invasive
228172,Impella Postion Confirmed,,Access Lines - Invasive
227755,Midline Placement Confirmed by X-ray,,Access Lines - Invasive
229548,EKOS Position,,Access Lines - Invasive
225331,Tunneled (Hickman) Site Appear,,Access Lines - Invasive
225355,PA Catheter Site Appear,,Access Lines - Invasive
225357,PA Catheter Waveform Appear,,Access Lines - Invasive
227758,Pheresis Catheter Placement Confirmed by X-ray,,Access Lines - Invasive
228294,IO Wristband in place,,Access Lines - Invasive
225741,Tunneled (Hickman) Line Discontinued,,Access Lines - Invasive
225777,Tunneled (Hickman) Dressing Type,,Access Lines - Invasive
227763,Triple Introducer Placement Confirmed by X-ray,,Access Lines - Invasive
229547,EKOS site,,Access Lines - Invasive
225750,Trauma Line Discontinued,,Access Lines - Invasive
227732,AVA Line Placement Confirmed by X-ray,,Access Lines - Invasive
228174,Impella Line Site Appear,,Access Lines - Invasive
229540,Sheath Type,,Access Lines - Invasive
225388,Presep Catheter Waveform Appear,,Access Lines - Invasive
224283,Multi Lumen Waveform Appear,,Access Lines - Invasive
225740,Dialysis Catheter Discontinued,,Access Lines - Invasive
224291,Arterial line Waveform Appear,,Access Lines - Invasive
225387,Presep Catheter Site Appear,,Access Lines - Invasive
225742,IABP Line Discontinued,,Access Lines - Invasive
229536,Dialysis Catheter Type,,Access Lines - Invasive
229537,Pheresis Catheter Type,,Access Lines - Invasive
225786,Sheath Dressing Type,,Access Lines - Invasive
227728,AVA Line Site Appear,,Access Lines - Invasive
227128,Indwelling (PortaCath) Port #2,,Access Lines - Invasive
225985,IABP Helium Tubing,,Access Lines - Invasive
228210,Tandem Heart Access Line Position,,Access Lines - Invasive
228214,Tandem Heart Access Line Site Appear,,Access Lines - Invasive
224188,PICC Line Site Appear,,Access Lines - Invasive
228217,Tandem Heart Return Cannula Discontinued,,Access Lines - Invasive
225746,Pheresis Catheter Discontinued,,Access Lines - Invasive
225781,PA Catheter Dressing Type,,Access Lines - Invasive
227751,CCO PAC Placement Confirmed by X-ray,,Access Lines - Invasive
227759,PICC Line Placement Confirmed by X-ray,,Access Lines - Invasive
229560,Cardiac Assist Cannula Position,,Access Lines - Invasive
225738,CCO PAC Discontinued,,Access Lines - Invasive
227757,PA Catheter Placement Confirmed by X-ray,,Access Lines - Invasive
228171,Impella Placement Confirmed,,Access Lines - Invasive
225217,Trauma Line Site Appear,,Access Lines - Invasive
227730,AVA Waveform Appearance,,Access Lines - Invasive
225397,Triple Introducer Waveform Appear,,Access Lines - Invasive
225767,Sheath Site Appear,,Access Lines - Invasive
225776,Dialysis Catheter Dressing Type,,Access Lines - Invasive
225737,Arterial Line Discontinued,,Access Lines - Invasive
225775,Cordis Introducer Dressing Type,,Access Lines - Invasive
228227,Tandem Heart Return Cannula Size,,Access Lines - Invasive
229554,Avalon Position,,Access Lines - Invasive
229243,Neuro Mon Line Type,,Access Lines - Invasive
225779,Midline Dressing Type,,Access Lines - Invasive
225780,Multi Lumen Dressing Type,,Access Lines - Invasive
225784,Indwelling Port (PortaCath) Dressing Type,,Access Lines - Invasive
229544,EKOS Line Discontinued,,Access Lines - Invasive
229558,Cardiac Assist Cannula Discontinued,,Access Lines - Invasive
224281,Multi Lumen Site Appear,,Access Lines - Invasive
225739,Cordis/Introducer Discontinued,,Access Lines - Invasive
225744,Multi Lumen Line Discontinued,,Access Lines - Invasive
225751,Triple Introducer Discontinued,,Access Lines - Invasive
225770,Sheath Waveform Appear,,Access Lines - Invasive
225772,Sheath Size,,Access Lines - Invasive
228206,Tandem Heart Access Line Discontinued,,Access Lines - Invasive
225323,Dialysis Catheter Site Appear,,Access Lines - Invasive
226130,ICP Line Site Appear,,Access Lines - Invasive
227752,Cordis/Introducer Placement Confirmed by X-ray,,Access Lines - Invasive
228173,Impella Position,,Access Lines - Invasive
228290,IO Dressing,,Access Lines - Invasive
226127,ICP Line Dressing Type,,Access Lines - Invasive
225721,Acuity (A-Line),,Arterial Line Insertion
229716,Ultrasound Images uploaded (Aline),,Arterial Line Insertion
225714,Location (A-Line),,Arterial Line Insertion
226527,Timeout performed by (A-Line),,Arterial Line Insertion
225719,Number of operators (A-Line),,Arterial Line Insertion
229713,Ultrasound Images printed (Aline),,Arterial Line Insertion
226526,Patient identified correctly (A-Line),,Arterial Line Insertion
230070,Documented in DC Summary (Aline),,Arterial Line Insertion
228647,Barrier precautions in place (A-Line),,Arterial Line Insertion
225552,Insertion site (A-Line),,Arterial Line Insertion
228019,Insertion kit used (A-Line),,Arterial Line Insertion
229715,Ultrasound Images stored (Aline),,Arterial Line Insertion
228020,Hand cleansing prior to procedure (A-Line),,Arterial Line Insertion
229717,Ultrasound Images used for preproc assess (Aline),,Arterial Line Insertion
228025,Transparent dressing applied and dated (A-Line)_New,,Arterial Line Insertion
228026,Arterial Line ordered on POE,,Arterial Line Insertion
226524,Complications (A-Line),,Arterial Line Insertion
229714,Ultrasound Images probe covered (Aline),,Arterial Line Insertion
229589,Ultrasound Images Interpreted and Stored (A-Line),,Arterial Line Insertion
225550,Side (A-Line),,Arterial Line Insertion
225571,Number of attempts required to place line (A-Line),,Arterial Line Insertion
228021,Site cleaned with ChloraPrep(TM) (A-Line),,Arterial Line Insertion
226523,Barrier precautions in place (A-Line),,Arterial Line Insertion
225718,Ultrasound (A-Line),,Arterial Line Insertion
226528,Verification of (A-Line),,Arterial Line Insertion
228024,Sterile field maintained throughout procedure (A-Line),,Arterial Line Insertion
225717,Guidewire (A-Line),,Arterial Line Insertion
228023,Arterial line sutured,,Arterial Line Insertion
226525,Indications (A-Line),,Arterial Line Insertion
228022,Replaced previous Arterial line over wire,,Arterial Line Insertion
229710,Ultrasound (Aline),,Arterial Line Insertion
229712,Ultrasound Images interpreted (Aline),,Arterial Line Insertion
223936,Radial Pulse R,,Cardiovascular (Pulses)
223948,Radial Pulse L,,Cardiovascular (Pulses)
224308,Capillary Refill L,,Cardiovascular (Pulses)
223941,Popliteal Pulse R,,Cardiovascular (Pulses)
223935,PostTib. Pulses R,,Cardiovascular (Pulses)
223946,Popliteal Pulse L,,Cardiovascular (Pulses)
223949,Ulnar Pulse L,,Cardiovascular (Pulses)
223951,Capillary Refill R,,Cardiovascular (Pulses)
223957,Pacer Rate,,Cardiovascular (Pulses)
223933,Heat Sounds,,Cardiovascular (Pulses)
223945,Femoral Pulse L,,Cardiovascular (Pulses)
223934,Dorsal PedPulse R,,Cardiovascular (Pulses)
223939,Brachial Pulse R,,Cardiovascular (Pulses)
223944,Brachial Pulse L,,Cardiovascular (Pulses)
223943,Dorsal PedPulse L,,Cardiovascular (Pulses)
223940,Femoral Pulse R,,Cardiovascular (Pulses)
223938,Ulnar Pulse R,,Cardiovascular (Pulses)
223947,PostTib. Pulses L,,Cardiovascular (Pulses)
225240,14 Gauge Site Appear,,Access Lines - Peripheral
228007,14 G Phlebitis Scale,,Access Lines - Peripheral
228008,14 G Infiltration Scale,,Access Lines - Peripheral
229467,24 G Phlebitis Scale,,Access Lines - Peripheral
229474,24 Gauge Reason Discontinued,,Access Lines - Peripheral
228016,22 G Infiltration Scale,,Access Lines - Peripheral
228017,RIC Phlebitis Scale,,Access Lines - Peripheral
228010,16 G Infiltration Scale,,Access Lines - Peripheral
225234,18 Gauge Site Appear,,Access Lines - Peripheral
225230,20 Gauge Reason Discontinued,,Access Lines - Peripheral
228012,18 G Infiltration Scale,,Access Lines - Peripheral
224121,22 Gauge Reason Discontinued,,Access Lines - Peripheral
229466,24 G Infiltration Scale,,Access Lines - Peripheral
225237,16 Gauge Site Appear,,Access Lines - Peripheral
225236,16 Gauge Reason Discontinued,,Access Lines - Peripheral
228013,20 G Phlebitis Scale,,Access Lines - Peripheral
224119,22 Gauge Site Appear,,Access Lines - Peripheral
228014,20 G Infiltration Scale,,Access Lines - Peripheral
228018,RIC Infiltration Scale,,Access Lines - Peripheral
228015,22 G Phlebitis Scale,,Access Lines - Peripheral
225760,RIC Site Appear,,Access Lines - Peripheral
225239,14 Gauge Reason Discontinued,,Access Lines - Peripheral
228011,18 G Phlebitis Scale,,Access Lines - Peripheral
225231,20 Gauge Site Appear,,Access Lines - Peripheral
228009,16 G Phlebitis Scale,,Access Lines - Peripheral
225233,18 Gauge Reason Discontinued,,Access Lines - Peripheral
225759,RIC Reason Discontinued,,Access Lines - Peripheral
224070,Sitter,,Restraint/Support Systems
227672,Violent Restraints Ordered,,Restraint/Support Systems
227955,Food and Fluid,,Restraint/Support Systems
224075,Education Readiness,,Restraint/Support Systems
227965,Restraint Device (Violent),,Restraint/Support Systems
224063,Restraint Type,,Restraint/Support Systems
227344,IV/Saline lock,,Restraint/Support Systems
227676,Reason for Restraints (Non-Violent),,Restraint/Support Systems
227964,Reason for Restraint (Violent),,Restraint/Support Systems
227675,Face to Face Eval (Violent),,Restraint/Support Systems
227956,Urinal/Bedpan,,Restraint/Support Systems
224025,Spiritual Support,,Restraint/Support Systems
228879,Education Readiness/Motivation,,Restraint/Support Systems
224859,Status and Comfort (Behavioral),,Restraint/Support Systems
227665,Immobilizer Evaluated,,Restraint/Support Systems
227954,Status and Comfort,,Restraint/Support Systems
227967,Restraint/Seclusion Observer Sheet,,Restraint/Support Systems
227963,Restraints Ordered (Violent),,Restraint/Support Systems
224067,Range of Motion,,Restraint/Support Systems
227662,Patient/Family Informed_V2,,Restraint/Support Systems
227680,Restraint Location_V2,,Restraint/Support Systems
227663,Immobilizer,,Restraint/Support Systems
227677,Reason for Restraint/Seclusion (Violent),,Restraint/Support Systems
227959,Restraints Evaluated,,Restraint/Support Systems
227960,Patient/Family Informed,,Restraint/Support Systems
224076,Education Barrier,,Restraint/Support Systems
228880,Education Existing Knowledge,,Restraint/Support Systems
224072,Education Learner,,Restraint/Support Systems
227674,Face to Face Eval (Non-Violent),,Restraint/Support Systems
227678,Restraint Device (Non-Violent),,Restraint/Support Systems
227953,Range of Motion,,Restraint/Support Systems
227948,Restraint Device (Non-violent),,Restraint/Support Systems
227666,Immobilizer Location,,Restraint/Support Systems
227669,Side Rails (Restraint),,Restraint/Support Systems
227679,Restraint Device (Violent),,Restraint/Support Systems
227667,Reason for Immobilizer,,Restraint/Support Systems
227671,Non-Violent Restraints,,Restraint/Support Systems
227951,Circulation/Skin Integrity,,Restraint/Support Systems
227961,Side  Rails,,Restraint/Support Systems
227342,Secondary diagnosis,,Restraint/Support Systems
227670,Violent Restraints,,Restraint/Support Systems
227684,Safety Measures,,Restraint/Support Systems
224077,Education Method,,Restraint/Support Systems
227673,Non-Violent Restraints Ordered,,Restraint/Support Systems
227949,Face to Face Eval (Non-violent),,Restraint/Support Systems
227957,Signs of Injury from Intervention,,Restraint/Support Systems
224069,Side Rails_V1,,Restraint/Support Systems
227682,Restraints Evaluated_V2,,Restraint/Support Systems
227346,Mental status,,Restraint/Support Systems
227952,Position Change,,Restraint/Support Systems
227966,Face to Face Eval (Violent),,Restraint/Support Systems
224064,Restraint Location_V1,,Restraint/Support Systems
227946,Restraint Ordered (Non-violent),,Restraint/Support Systems
224854,Reason for Restraint (Acute Medical/Surgical)_V1,,Restraint/Support Systems
224857,Less Restrictive Measures (Behavioral),,Restraint/Support Systems
227969,Safety Measures,,Restraint/Support Systems
227945,Restraint (Non-violent),,Restraint/Support Systems
224062,Less Restrictive Measures (Acute Med/Surgical),,Restraint/Support Systems
227341,History of falling (within 3 mnths),,Restraint/Support Systems
227958,Less Restrictive Measures,,Restraint/Support Systems
227681,Less Restrictive Measures_V1,,Restraint/Support Systems
227700,Safety Measures,,Restraint/Support Systems
224024,Family Communication,,Restraint/Support Systems
224065,Circulation/Skin Integrity,,Restraint/Support Systems
227668,Side Rails_V2,,Restraint/Support Systems
227950,Restraint Location,,Restraint/Support Systems
224068,Restraints Evaluated_V1,,Restraint/Support Systems
224073,Education Topic,,Restraint/Support Systems
227343,Ambulatory aid,,Restraint/Support Systems
224078,Education Handout,,Restraint/Support Systems
227944,Side Rails,,Restraint/Support Systems
224061,Reason for Restraint (Behavioral)_V1,,Restraint/Support Systems
224079,Education Response,,Restraint/Support Systems
224066,Position Change,,Restraint/Support Systems
227947,Reason for Restraint (Non-violent),,Restraint/Support Systems
224858,Patient Behavior During Application,,Restraint/Support Systems
227345,Gait/Transferring,,Restraint/Support Systems
227664,Immobilizer Device,,Restraint/Support Systems
224023,Support Systems,,Restraint/Support Systems
227683,Restraint/Seclusion Observer Sheet,,Restraint/Support Systems
227962,Restraints (Violent),,Restraint/Support Systems
229600,CAUTI Info Given,,Restraint/Support Systems
224835,Temporary Ventricular Capture,,Cardiovascular (Pacer Data)
224844,Permanent Pacemaker Mode,,Cardiovascular (Pacer Data)
224866,Temporary Atrial Capture,,Cardiovascular (Pacer Data)
223966,Transcutaneous Pacer Placement,,Cardiovascular (Pacer Data)
223964,Transcutaneous Pacer,,Cardiovascular (Pacer Data)
223955,Temporary Pacemaker Type,,Cardiovascular (Pacer Data)
224390,Temporary Atrial Sens,,Cardiovascular (Pacer Data)
224834,Temporary Ventricular Sens,,Cardiovascular (Pacer Data)
223956,Temporary Pacemaker Mode,,Cardiovascular (Pacer Data)
223961,Temporary Pacemaker Wire Condition,,Cardiovascular (Pacer Data)
229850,Pven (CH),,ECMO
229842,Flow (CH),,ECMO
229280,FiO2 (ECMO),,ECMO
229855,Delta P Alarm (CH),,ECMO
229277,Speed (ECMO),,ECMO
229365,P1 - P2 (ECMO),,ECMO
229841,FiO2 (CH),,ECMO
229272,Flow Alarm (Lo) (ECMO),,ECMO
229363,P1 (ECMO),,ECMO
229852,Delta P (CH),,ECMO
229364,P2 (ECMO),,ECMO
229843,Flow Alarm (Hi) (CH),,ECMO
229847,SvO2 Alarm (Lo) (CH),,ECMO
229849,Part Alarm (Hi) (CH),,ECMO
229270,Flow (ECMO),,ECMO
229848,Pven Alarm (Lo) (CH),,ECMO
229844,Flow Alarm (Lo) (CH),,ECMO
229845,Speed (CH),,ECMO
229851,Part (CH),,ECMO
229271,Flow Alarm (Hi) (ECMO),,ECMO
224654,PAEDP,,IABP
224317,ABI Ankle BP R,,IABP
224322,IABP Mean,,IABP
224652,Unassisted Systole,,IABP
228866,Plateau Pressure (IABP),,IABP
224310,Augmented Diastole,,IABP
228146,ABI Brachial BP R,,IABP
224315,ABI Brachial BP L,,IABP
224309,Assisted Systole,,IABP
224311,BAEDP,,IABP
228145,ABI Ankle BP L,,IABP
220602,Chloride (serum),,Labs
220632,LDH,,Labs
225683,ZSed Rate,,Labs
225688,ZTobramycin (Peak),,Labs
225692,Total Granulocyte Count (TGC),,Labs
220581,Amylase,,Labs
225637,Differential-Atyps,,Labs
225680,ZProcan Napa,,Labs
226537,Glucose (whole blood),,Labs
229373,UF Heparin (Anti-Xa)_U_1,,Labs
220546,WBC,,Labs
226062,Venous CO2 Pressure,,Labs
220650,Total Protein,,Labs
225664,Glucose finger stick (range 70-100),,Labs
225690,Total Bilirubin,,Labs
226068,ZGentamicin (Trough),,Labs
228239,Phenytoin (Free) (SOFT),,Labs
225656,Freeform Chemistry,,Labs
220562,ZPTT,,Labs
220574,ZAlbumin,,Labs
229356,Differential - Immature Granulocytes,,Labs
220235,Arterial CO2 Pressure,,Labs
220560,ZProthrombin time,,Labs
225678,ZPlatelet Count,,Labs
225622,ZBrain Natiuretic Peptide (BNP),,Labs
225698,TCO2 (calc) Arterial,,Labs
229358,Absolute Count - Lymphs,,Labs
225685,Thiocynate,,Labs
220274,PH (Venous),,Labs
220612,ZC Reactive Protein (CRP),,Labs
225636,D-Dimer,,Labs
225659,Freeform Enzymes,,Labs
228243,PH (SOFT),,Labs
220734,PH (dipstick),,Labs
225628,CK-MB fraction (%),,Labs
229355,Absolute Neutrophil Count,,Labs
220224,Arterial O2 pressure,,Labs
220615,Creatinine (serum),,Labs
225643,Differential-Neuts,,Labs
225693,Triglyceride,,Labs
225642,Differential-Monos,,Labs
225645,ZPhenytoin (Dilantin),,Labs
225672,Lipase,,Labs
225639,Differential-Basos,,Labs
225657,Freeform Coags,,Labs
225677,Phosphorous,,Labs
225686,ZThrombin,,Labs
225625,Calcium non-ionized,,Labs
225674,Mixed Venous O2% Sat,,Labs
228242,Pt. Temperature (BG) (SOFT),,Labs
220507,Activated Clotting Time,,Labs
220640,ZPotassium (serum),,Labs
220799,ZSpecific Gravity (urine),,Labs
226066,ZTobramycin (Trough),,Labs
226504,Phenytoin (Free),,Labs
227516,PO2 (Mixed Venous),,Labs
225624,BUN,,Labs
225632,ZCK-MB,,Labs
225697,ZVancomycin (Peak),,Labs
226540,Hematocrit (whole blood - calc),,Labs
225670,ZLDL measured,,Labs
225694,ZTropinin - T,,Labs
226063,Venous O2 Pressure,,Labs
220228,Hemoglobin,,Labs
225655,ZFK506,,Labs
229372,AT ( Antithrombin funct),,Labs
226535,ZPotassium (whole blood),,Labs
227073,Anion gap,,Labs
220227,Arterial O2 Saturation,,Labs
225634,CK (CPK),,Labs
225662,ZGentamicin (Peak),,Labs
225676,ZPhenobarbital,,Labs
225612,Alkaline Phosphate,,Labs
227685,ZCentral Venous O2% Sat,,Labs
220645,Sodium (serum),,Labs
229357,Absolute Count - Neuts,,Labs
220611,ZCortisol,,Labs
226536,Chloride (whole blood),,Labs
226065,ZVancomycin (Random),,Labs
225695,Uric Acid,,Labs
220644,ALT,,Labs
225684,Serum Osmolality,,Labs
229359,Absolute Count - Monos,,Labs
223679,TCO2 (calc) Venous,,Labs
225641,Differential-Lymphs,,Labs
226069,ZGentamicin (Random),,Labs
220561,ZINR,,Labs
220624,HDL,,Labs
225658,Freeform Drug Level,,Labs
220603,Cholesterol,,Labs
225660,Freeform Hematology,,Labs
220545,Hematocrit (serum),,Labs
226067,ZTobramycin (Random),,Labs
220541,ZFibrinogen,,Labs
223830,PH (Arterial),,Labs
225671,LDL calculated,,Labs
225644,ZDigoxin,,Labs
228241,Ammonia (Soft)_OLD_1,,Labs
229360,Absolute Count - Eos,,Labs
224826,ZHCO3 (serum),,Labs
224828,Arterial Base Excess,,Labs
225679,ZProcan,,Labs
229761,Creatinine (whole blood),,Labs
220580,Ammonia,,Labs
225667,Ionized Calcium,,Labs
226064,ZVancomycin (Trough),,Labs
226541,ScvO2 Central Venous O2% Sat,,Labs
229362,Absolute Count - Retic,,Labs
225638,Differential-Bands,,Labs
225651,Direct Bilirubin,,Labs
220587,AST,,Labs
220635,Magnesium,,Labs
225668,Lactic Acid,,Labs
229361,Absolute Count - Basos,,Labs
227686,Central Venous O2% Sat,,Labs
220621,Glucose (serum),,Labs
225640,Differential-Eos,,Labs
226534,Sodium (whole blood),,Labs
227586,GI pH,,GI/GU
229371,Bladder Scan Estimate,,GI/GU
229301,GI #2 Tube Mark (CM),,GI/GU
229302,GI #3 Tube Mark (CM),,GI/GU
229300,GI #1 Tube Mark (CM),,GI/GU
228371,DO2I (NICOM),,NICOM
228378,TFCd (NICOM),,NICOM
228381,Total Peripheral Resistance (TPR) (NICOM),,NICOM
228379,TFCd0 (NICOM),,NICOM
228377,SVI Change,,NICOM
228370,CO / CI Change,,NICOM
228374,Stroke Volume (SV NICOM),,NICOM
228382,Total Peripheral Resistance Index (TPRI) (NICOM),,NICOM
228369,Cardiac Output (CO NICOM),,NICOM
228375,Stroke Volume Index (SVI NICOM),,NICOM
228376,Stroke Volume Variation (SVV NICOM),,NICOM
228368,Cardiac Index (CI NICOM),,NICOM
228380,Thoracic Fluid Content (TFC) (NICOM),,NICOM
228179,ELWI (PiCCO),,PiCCO
228181,ITBVI (PiCCO),,PiCCO
228184,SVV (PiCCO),,PiCCO
228183,SVRI (PiCCO)_OLD_1,,PiCCO
228185,SVRI (PiCCO),,PiCCO
228182,SVI (PiCCO),,PiCCO
228176,CFI (PiCCO),,PiCCO
228180,GEDI (PiCCO),,PiCCO
228178,CO (PiCCO),,PiCCO
228177,CI (PiCCO),,PiCCO
220047,Heart Rate Alarm - Low,,Alarms
220058,Arterial Blood Pressure Alarm - High,,Alarms
220072,Central Venous Pressure Alarm - High,,Alarms
220056,Arterial Blood Pressure Alarm - Low,,Alarms
227717,Cerebral Perfusion Pressure Alarm - Low,,Alarms
220066,Pulmonary Artery Pressure Alarm - Low,,Alarms
227716,Cerebral Perfusion Pressure Alarm - High,,Alarms
223752,Non-Invasive Blood Pressure Alarm - Low,,Alarms
220292,Minute Volume Alarm - Low,,Alarms
220046,Heart rate Alarm - High,,Alarms
229241,P1 Alarm - Low,,Alarms
229626,Pulmonary Artery Pressure Alarm - High (Veletri),,Alarms
220063,Pulmonary Artery Pressure Alarm - High,,Alarms
223770,O2 Saturation Pulseoxymetry Alarm - Low,,Alarms
220073,Central Venous Pressure  Alarm - Low,,Alarms
223769,O2 Saturation Pulseoxymetry Alarm - High,,Alarms
229240,P1 Alarm - High,,Alarms
229627,Pulmonary Artery Pressure Alarm - Low (Veletri),,Alarms
223767,Intra Cranial Pressure Alarm - High,,Alarms
227538,ART Blood Pressure Alarm - Low,,Alarms
227537,ART Blood Pressure Alarm - High,,Alarms
224161,Resp Alarm - High,,Alarms
223768,Intra Cranial Pressure Alarm - Low,,Alarms
227991,Intra Cranial Pressure #2 Alarm - Low,,Alarms
223751,Non-Invasive Blood Pressure Alarm - High,,Alarms
224162,Resp Alarm - Low,,Alarms
226253,SpO2 Desat Limit,,Alarms
220293,Minute Volume Alarm - High,,Alarms
227990,Intra Cranial Pressure #2 Alarm - High,,Alarms
226609,Cerebral Subdural #2,,Drains
226613,Wound Vac #1,,Drains
226616,Anderson,,Drains
227701,Drainage Bag,,Drains
226602,Jackson Pratt #4,,Drains
226599,Jackson Pratt #1,,Drains
226623,Penrose #1,,Drains
226625,Tap,,Drains
226622,Red Rubber,,Drains
226620,Pigtail #2,,Drains
226619,Pigtail #1,,Drains
226606,Cerebral Ventricular #1,,Drains
226621,Davol,,Drains
226603,T Tube,,Drains
226624,Penrose #2,,Drains
226600,Jackson Pratt #2,,Drains
226598,JP Lateral,,Drains
226601,Jackson Pratt #3,,Drains
226597,JP Medial,,Drains
226604,Hemovac #1,,Drains
226607,Cerebral Ventricular #2,,Drains
226617,Sump #1,,Drains
226605,Hemovac #2,,Drains
226608,Cerebral Subdural #1,,Drains
226618,Sump #2,,Drains
226612,Pericardial,,Drains
226610,Lumbar,,Drains
226614,Wound Vac #2,,Drains
227645,Breast Feed - L (Minutes),,OB-GYN
227646,Breast Feed - R (Minutes),,OB-GYN
227647,Clot Size (cm),,OB-GYN
226580,Fecal Bag,,Output
226559,Foley,,Output
226626,OR EBL,,Output
226631,PACU Urine,,Output
226560,Void,,Output
226563,Suprapubic,,Output
226575,Nasogastric,,Output
226557,R Ureteral Stent,,Output
226561,Condom Cath,,Output
226569,Anderson (gastric),,Output
226589,Chest Tube #2,,Output
226630,PACU Gastric,,Output
229413,Chest Tube #3,,Output
226565,L Nephrostomy,,Output
227489,GU Irrigant/Urine Volume Out,,Output
226573,Gastric Tube,,Output
226579,Stool,,Output
226593,R Pleural #1,,Output
226571,Emesis,,Output
226582,Ostomy (output),,Output
227511,TF Residual Output,,Output
226566,Urine and GU Irrigant Out,,Output
226574,Jejunostomy,,Output
226584,Ileoconduit,,Output
226588,Chest Tube #1,,Output
227488,GU Irrigant Volume In,,Output
229414,Chest Tube #4,,Output
227510,TF Residual,,Output
226591,L Pleural #2,,Output
226628,PACU Drains,,Output
226570,Blakemore,,Output
226592,Mediastinal,,Output
226595,R Pleural #2,,Output
226632,Cath Lab,,Output
226629,PACU EBL,,Output
226572,Ewald,,Output
226627,OR Urine,,Output
226567,Straight Cath,,Output
226583,Rectal Tube,,Output
226590,L Pleural #1,,Output
226558,L Ureteral Stent,,Output
226564,R Nephrostomy,,Output
226576,Oral Gastric,,Output
226633,Pre-Admission,,Output
226707,Height,,General
226846,Feeding Weight,,General
226730,Height (cm),,General
